Date,x,y,BroadTopic,Topic,SubTopic,category_id
2020,8.402182264814813,2.861273848148148,11,27.0,,50
1960,2.7616146500000003,6.269137150000001,2,28.0,,51
1976,2.681165766666666,6.5314095,2,28.0,,51
1980,2.605937725,6.456929950000001,2,28.0,,51
1984,2.61987675,6.571590925,2,28.0,,51
1988,2.6803972400000005,6.8924182,2,28.0,,51
1992,2.49289602,6.2454689299999995,2,28.0,,51
1996,2.6184969846153843,6.637585776923077,2,28.0,,51
2000,2.6190856066666663,6.438756933333334,2,28.0,,51
2004,2.5058954666666664,6.570619716666666,2,28.0,,51
2008,2.5326595157894736,6.481099615789474,2,28.0,,51
2012,2.73239,6.4867687,2,28.0,,51
2016,2.49438451,6.816158199999999,2,28.0,,51
2020,3.943279333333333,6.2679667,2,28.0,,51
1960,3.004825625,5.0580659,8,29.0,,52
1980,2.448482766666667,8.122261866666667,8,29.0,,52
1984,3.19531655,6.306381419999999,8,29.0,,52
1988,2.7429424,6.291255957142858,8,29.0,,52
1992,2.2668118733333333,7.58175454,8,29.0,,52
1996,2.4188830666666665,8.22533355,8,29.0,,52
2000,3.0780634222222223,7.5375922555555555,8,29.0,,52
2004,2.2559277285714288,8.484609642857142,8,29.0,,52
2008,2.5119306999999997,8.009826425,8,29.0,,52
2012,2.408845675,8.188084125,8,29.0,,52
2016,2.56116724,6.992622819999999,8,29.0,,52
2020,2.7273540424242424,7.361225174545455,8,29.0,,52
1976,5.0506421999999995,4.611877871428571,15,30.0,,53
1980,5.641849116666666,6.021424133333333,15,30.0,,53
1984,3.4924724200000004,3.46854985,15,30.0,,53
